success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,task_order,participant,rt,stimulus,response,task_type,correct_response,correct_response_key,css_classes,size_condition,choices,correct,prompt_text,slider_start,Q0,Q1,Q2,Q3,file_name
NA,NA,NA,NA,NA,html-keyboard-response,165,2.0.0,158607,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,166,2.0.0,159249,p2v0sgf8kc5,small_first,tiger,640,stimuli/13-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,168,2.0.0,159951,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,169,2.0.0,160909,p2v0sgf8kc5,small_first,tiger,956,stimuli/25-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,171,2.0.0,161612,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,172,2.0.0,162111,p2v0sgf8kc5,small_first,tiger,498,stimuli/28-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,174,2.0.0,162813,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,175,2.0.0,163378,p2v0sgf8kc5,small_first,tiger,562,stimuli/11-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,177,2.0.0,164080,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,178,2.0.0,164653,p2v0sgf8kc5,small_first,tiger,571,stimuli/23-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,180,2.0.0,165356,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,181,2.0.0,165853,p2v0sgf8kc5,small_first,tiger,495,stimuli/24-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,183,2.0.0,166555,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,184,2.0.0,167109,p2v0sgf8kc5,small_first,tiger,553,stimuli/26-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,186,2.0.0,167811,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,187,2.0.0,168369,p2v0sgf8kc5,small_first,tiger,557,stimuli/17-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,189,2.0.0,169071,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,190,2.0.0,170191,p2v0sgf8kc5,small_first,tiger,1118,stimuli/3-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,192,2.0.0,170894,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,193,2.0.0,171392,p2v0sgf8kc5,small_first,tiger,496,stimuli/30-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,195,2.0.0,172093,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,196,2.0.0,172748,p2v0sgf8kc5,small_first,tiger,654,stimuli/12-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,198,2.0.0,173451,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,199,2.0.0,173970,p2v0sgf8kc5,small_first,tiger,519,stimuli/23-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,201,2.0.0,174673,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,202,2.0.0,175420,p2v0sgf8kc5,small_first,tiger,745,stimuli/31-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,204,2.0.0,176123,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,205,2.0.0,176627,p2v0sgf8kc5,small_first,tiger,502,stimuli/6-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,207,2.0.0,177329,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,208,2.0.0,177834,p2v0sgf8kc5,small_first,tiger,503,stimuli/6-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,210,2.0.0,178536,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,211,2.0.0,178987,p2v0sgf8kc5,small_first,tiger,449,stimuli/35-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,213,2.0.0,179689,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,214,2.0.0,180266,p2v0sgf8kc5,small_first,tiger,575,stimuli/35-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,216,2.0.0,180968,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,217,2.0.0,181751,p2v0sgf8kc5,small_first,tiger,782,stimuli/9-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,219,2.0.0,182453,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,220,2.0.0,182958,p2v0sgf8kc5,small_first,tiger,504,stimuli/23-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,222,2.0.0,183661,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,223,2.0.0,184161,p2v0sgf8kc5,small_first,tiger,498,stimuli/18-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,225,2.0.0,184864,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,226,2.0.0,185547,p2v0sgf8kc5,small_first,tiger,682,stimuli/7-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,228,2.0.0,186249,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,229,2.0.0,187221,p2v0sgf8kc5,small_first,tiger,970,stimuli/28-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,231,2.0.0,187923,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,232,2.0.0,188421,p2v0sgf8kc5,small_first,tiger,497,stimuli/27-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,234,2.0.0,189124,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,235,2.0.0,189597,p2v0sgf8kc5,small_first,tiger,471,stimuli/10-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,237,2.0.0,190299,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,238,2.0.0,190777,p2v0sgf8kc5,small_first,tiger,475,stimuli/18-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,240,2.0.0,191479,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,241,2.0.0,191992,p2v0sgf8kc5,small_first,tiger,512,stimuli/7-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,243,2.0.0,192694,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,244,2.0.0,193369,p2v0sgf8kc5,small_first,tiger,674,stimuli/7-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,246,2.0.0,194071,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,247,2.0.0,195516,p2v0sgf8kc5,small_first,tiger,1442,stimuli/33-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,249,2.0.0,196218,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,250,2.0.0,197012,p2v0sgf8kc5,small_first,tiger,792,stimuli/30-Incongruent.jpg,z,incongruent_flipped_small,right,m,cb,small,z,FALSE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,251,2.0.0,198014,p2v0sgf8kc5,small_first,tiger,null,<p style='color:red; font-size: 48px;'>Incorrect!</p>,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,252,2.0.0,198716,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,253,2.0.0,200029,p2v0sgf8kc5,small_first,tiger,1312,stimuli/27-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,255,2.0.0,200732,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,image-keyboard-response,256,2.0.0,201257,p2v0sgf8kc5,small_first,tiger,524,stimuli/29-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
NA,NA,NA,NA,NA,html-keyboard-response,258,2.0.0,201959,p2v0sgf8kc5,small_first,tiger,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/p2v0sgf8kc5_1772142136975.csv
